Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001304,Male,Yes,0,Graduate,No,1947,1597,78.0,,1.0,Semiurban,Y
LP001305,Male,No,3+,Graduate,Yes,5423,1097,182.0,360.0,1.0,Urban,N
LP001306,nan,No,0,Graduate,No,18356,0,518.0,480.0,1.0,Urban,Y
LP001307,Male,No,0,Graduate,No,6606,0,215.0,360.0,1.0,Rural,N
LP001308,Male,No,1,Graduate,No,4748,910,192.0,360.0,1.0,Semiurban,Y
LP001309,Female,Yes,0,Graduate,Yes,9369,5293,497.0,360.0,1.0,Semiurban,Y
LP001310,Male,No,0,Graduate,No,5576,5282,324.0,360.0,1.0,Rural,N
LP001311,Male,Yes,0,Graduate,No,5573,5813,178.0,360.0,1.0,Rural,N
LP001312,Male,No,2,Graduate,Yes,2553,0,80.0,300.0,1.0,Semiurban,Y
LP001313,Male,Yes,0,Graduate,No,5655,13924,459.0,300.0,1.0,Rural,Y
LP001314,Female,No,1,Graduate,Yes,9147,2323,308.0,360.0,1.0,Semiurban,Y
LP001315,Female,Yes,nan,Graduate,nan,2976,3218,150.0,360.0,1.0,Semiurban,Y
LP001316,Male,No,0,Graduate,No,11552,0,282.0,,1.0,Semiurban,Y
LP001317,Male,Yes,0,Graduate,No,4651,0,205.0,240.0,1.0,Semiurban,N
LP001318,Male,No,0,Graduate,No,2885,8716,227.0,360.0,1.0,Rural,Y
LP001319,Male,Yes,0,Not Graduate,No,8942,1162,286.0,360.0,1.0,Rural,Y
LP001320,Male,Yes,0,Graduate,No,4137,0,72.0,360.0,1.0,Rural,Y
LP001321,Male,Yes,3+,Graduate,No,7752,0,272.0,360.0,1.0,Rural,N
LP001322,Male,Yes,1,Graduate,Yes,4125,6087,180.0,360.0,1.0,Urban,N
LP001323,Male,No,1,Graduate,No,4741,2311,,360.0,1.0,Urban,Y
LP001324,Male,Yes,0,Graduate,No,6608,0,175.0,360.0,1.0,Rural,Y
LP001325,Female,No,2,Not Graduate,No,5851,0,134.0,180.0,1.0,Rural,Y
LP001326,Male,Yes,3+,Graduate,nan,1484,0,59.0,84.0,1.0,Rural,Y
LP001327,Male,Yes,2,Not Graduate,No,2508,3140,193.0,300.0,1.0,Rural,Y
LP001328,Male,No,0,Graduate,nan,8583,6111,399.0,360.0,1.0,Semiurban,N
LP001329,Male,No,1,Graduate,No,4540,18947,,360.0,1.0,Urban,N
LP001330,Male,Yes,0,Graduate,Yes,3589,4530,180.0,360.0,0.0,Rural,N
LP001331,Male,Yes,0,Graduate,No,2175,0,130.0,,1.0,Rural,Y
LP001332,Male,No,0,Graduate,No,2571,4942,231.0,360.0,1.0,Semiurban,Y
LP001333,Male,Yes,1,Graduate,No,1461,2308,122.0,360.0,1.0,Urban,Y
LP001334,Male,nan,1,Graduate,No,4624,0,158.0,360.0,0.0,Urban,N
LP001335,Male,No,0,Not Graduate,No,3432,0,84.0,84.0,0.0,Semiurban,N
LP001336,Male,No,0,Graduate,No,2751,2462,114.0,180.0,1.0,Urban,Y
LP001337,Female,Yes,0,Not Graduate,No,4717,1660,130.0,360.0,0.0,Semiurban,N
LP001338,Male,No,0,Graduate,Yes,6114,0,209.0,360.0,1.0,Semiurban,Y
LP001339,Male,Yes,0,Graduate,No,17256,5469,700.0,360.0,1.0,Urban,Y
LP001340,Male,Yes,0,Graduate,No,1983,2104,120.0,360.0,1.0,Urban,Y
LP001341,Male,Yes,2,Not Graduate,No,9853,0,171.0,360.0,1.0,Urban,Y
LP001342,Male,Yes,0,Graduate,No,8811,0,183.0,360.0,1.0,Urban,Y
LP001343,Male,No,0,Graduate,Yes,3079,0,103.0,360.0,1.0,Semiurban,Y
LP001344,Male,No,0,Graduate,Yes,5552,4092,251.0,360.0,1.0,Semiurban,Y
LP001345,Male,No,3+,Graduate,No,3734,0,90.0,360.0,1.0,Semiurban,Y
LP001346,Male,Yes,1,Graduate,No,5494,0,202.0,360.0,0.0,Semiurban,N
LP001347,Male,Yes,1,Graduate,No,12154,1218,320.0,360.0,1.0,Urban,Y
LP001348,Male,Yes,0,Graduate,No,7068,1592,323.0,360.0,1.0,Rural,Y
LP001349,Male,nan,1,Graduate,Yes,6668,0,206.0,360.0,1.0,Semiurban,Y
LP001350,Male,Yes,0,Graduate,No,3796,7598,347.0,360.0,1.0,Semiurban,Y
LP001351,Male,No,1,Graduate,No,2017,8813,284.0,180.0,1.0,Rural,N
LP001352,Female,Yes,3+,Graduate,No,4336,3729,233.0,480.0,0.0,Semiurban,N
LP001353,Male,Yes,1,Not Graduate,No,10137,7008,515.0,360.0,,Rural,N
LP001354,Male,No,2,Graduate,nan,1965,0,72.0,360.0,0.0,Rural,N
LP001355,Male,Yes,1,Graduate,No,2609,2788,140.0,180.0,1.0,Semiurban,Y
LP001356,Male,No,0,Graduate,No,5301,2361,278.0,360.0,1.0,Semiurban,Y
LP001357,Male,No,3+,Graduate,No,2722,2398,149.0,360.0,1.0,Urban,Y
LP001358,Male,Yes,0,Graduate,No,3054,1008,,240.0,1.0,Semiurban,Y
LP001359,Female,Yes,0,Not Graduate,No,3811,3586,265.0,360.0,1.0,Semiurban,Y
LP001360,Male,Yes,0,Graduate,No,2165,0,44.0,360.0,1.0,Semiurban,Y
LP001361,Male,No,0,Not Graduate,No,2739,5022,166.0,360.0,0.0,Rural,N
LP001362,Male,Yes,0,Graduate,No,7495,3182,282.0,360.0,1.0,Urban,Y
LP001363,Male,Yes,0,Graduate,No,2243,2660,145.0,180.0,1.0,Semiurban,Y
LP001364,Male,Yes,0,Graduate,No,1884,0,75.0,360.0,1.0,Urban,Y
LP001365,Female,No,1,Not Graduate,No,3367,3135,186.0,360.0,1.0,Urban,Y
LP001366,Male,Yes,0,Graduate,No,7624,4997,365.0,360.0,,Urban,N
LP001367,Female,No,0,Graduate,No,4367,0,136.0,360.0,1.0,Semiurban,Y
LP001368,Female,No,0,Graduate,No,3719,3169,137.0,360.0,1.0,Urban,Y
LP001369,Male,Yes,0,Graduate,No,5047,3509,250.0,360.0,1.0,Rural,Y
LP001370,Male,Yes,1,Graduate,No,1724,1803,139.0,360.0,1.0,Semiurban,Y
LP001371,Male,No,1,Graduate,No,6613,1975,170.0,360.0,1.0,Semiurban,N
LP001372,Male,Yes,2,Graduate,No,6186,3503,280.0,360.0,0.0,Semiurban,N
LP001373,Male,No,1,Graduate,No,3844,0,119.0,360.0,1.0,Semiurban,N
LP001374,Male,Yes,0,Graduate,No,8987,3808,247.0,360.0,1.0,Semiurban,Y
LP001375,Male,Yes,1,Not Graduate,No,2498,1592,81.0,360.0,1.0,Rural,Y
LP001376,Male,No,0,Graduate,No,9669,6272,578.0,360.0,1.0,Rural,Y
LP001377,Female,Yes,0,Graduate,No,5392,15313,513.0,360.0,1.0,Semiurban,Y
LP001378,Male,Yes,2,Graduate,Yes,4016,1631,147.0,360.0,1.0,Urban,Y
LP001379,Female,Yes,0,Graduate,No,4856,0,90.0,,1.0,Urban,Y
LP001380,Male,Yes,2,Graduate,No,4608,1792,220.0,360.0,0.0,Urban,N
LP001381,Male,Yes,2,Graduate,No,10220,0,293.0,360.0,1.0,Urban,Y
LP001382,Male,Yes,2,Graduate,No,2575,0,100.0,360.0,0.0,Semiurban,N
LP001383,Male,No,3+,Graduate,No,3110,0,58.0,180.0,0.0,Urban,N
LP001384,Female,Yes,0,Graduate,No,9152,1617,376.0,84.0,1.0,Urban,Y
LP001385,Male,No,0,Graduate,Yes,3438,0,103.0,360.0,1.0,Rural,N
LP001386,Female,Yes,1,Not Graduate,No,8436,0,177.0,360.0,0.0,Rural,N
LP001387,Male,No,0,Graduate,nan,13624,0,,360.0,,Semiurban,N
LP001388,Male,Yes,1,Graduate,No,3861,0,128.0,360.0,1.0,Semiurban,Y
LP001389,Male,No,1,Graduate,No,7396,4386,397.0,360.0,1.0,Rural,N
LP001390,Female,Yes,1,Graduate,No,2459,2342,201.0,360.0,,Urban,Y
LP001391,nan,Yes,0,Graduate,No,7729,0,179.0,480.0,1.0,Rural,Y
LP001392,Male,Yes,0,Not Graduate,No,5539,3305,318.0,480.0,0.0,Semiurban,N
LP001393,Male,Yes,0,Not Graduate,No,6527,1748,240.0,360.0,1.0,Urban,Y
LP001394,Male,Yes,0,Graduate,No,3336,3453,284.0,360.0,1.0,Urban,Y
LP001395,Male,Yes,2,Not Graduate,Yes,1814,0,78.0,360.0,1.0,Rural,Y
LP001396,Female,No,0,Not Graduate,Yes,6647,1729,238.0,360.0,1.0,Semiurban,Y
LP001397,Female,Yes,0,Not Graduate,No,1425,0,19.0,240.0,1.0,Semiurban,N
LP001398,Male,Yes,0,Not Graduate,No,4062,0,152.0,360.0,1.0,Urban,Y
LP001399,Male,Yes,1,Graduate,No,8644,0,128.0,180.0,1.0,Rural,Y
LP001400,Male,No,1,Graduate,No,5514,1076,199.0,180.0,,Rural,Y
LP001401,Male,Yes,0,Graduate,No,15819,0,370.0,360.0,1.0,Rural,Y
LP001402,Female,Yes,0,Graduate,No,9091,0,200.0,360.0,1.0,Rural,Y
LP001403,Male,Yes,0,Not Graduate,No,3319,0,129.0,360.0,1.0,Semiurban,Y
LP001404,Female,No,0,Graduate,No,4995,3054,289.0,360.0,1.0,Semiurban,N
LP001405,Male,No,1,Graduate,nan,4777,1700,210.0,360.0,1.0,Semiurban,Y
LP001406,Female,Yes,1,Not Graduate,No,1902,0,81.0,180.0,1.0,Semiurban,N
LP001407,Male,No,0,Not Graduate,Yes,2795,6392,185.0,360.0,1.0,Rural,Y
LP001408,Male,No,0,Not Graduate,No,3510,1998,174.0,360.0,1.0,Rural,N
LP001409,Female,Yes,nan,Graduate,No,1448,3073,124.0,360.0,1.0,Semiurban,Y
LP001410,Male,No,0,Graduate,No,5056,0,76.0,480.0,1.0,Urban,Y
LP001411,Male,Yes,1,Graduate,No,4232,2123,206.0,300.0,1.0,Rural,Y
LP001412,Female,Yes,0,Graduate,No,1801,0,102.0,360.0,0.0,Urban,N
LP001413,Female,Yes,0,Graduate,No,6263,2946,266.0,360.0,,Semiurban,N
LP001414,Male,Yes,0,Graduate,No,7551,0,276.0,360.0,,Urban,N
LP001415,Male,Yes,0,Not Graduate,No,5632,0,170.0,360.0,,Semiurban,Y
LP001416,Male,No,3+,Graduate,No,4046,0,80.0,360.0,1.0,Urban,N
LP001417,Male,Yes,0,Graduate,No,7008,3116,185.0,360.0,1.0,Urban,Y
LP001418,Male,Yes,0,Graduate,No,7391,0,243.0,480.0,1.0,Semiurban,Y
LP001419,Male,Yes,0,Graduate,No,5910,1059,151.0,240.0,0.0,Rural,N
LP001420,Male,No,0,Graduate,No,2996,0,80.0,180.0,0.0,Urban,N
LP001421,Female,Yes,0,Graduate,No,5802,11209,412.0,360.0,0.0,Urban,N
LP001422,Male,Yes,0,Graduate,nan,10069,1605,317.0,360.0,1.0,Rural,Y
LP001423,Male,Yes,2,Graduate,No,3435,1735,146.0,240.0,1.0,Semiurban,Y
LP001424,Male,Yes,0,Graduate,No,17305,1620,570.0,300.0,1.0,Semiurban,Y
LP001425,Male,nan,0,Not Graduate,No,3585,4950,251.0,180.0,1.0,Rural,Y
LP001426,Male,No,3+,Graduate,No,5011,0,145.0,240.0,1.0,Semiurban,Y
LP001427,Male,Yes,0,Graduate,No,3282,2667,223.0,360.0,1.0,Rural,Y
LP001428,Female,No,3+,Graduate,No,5619,0,186.0,480.0,,Semiurban,Y
LP001429,Male,Yes,0,Not Graduate,No,1727,3180,146.0,360.0,1.0,Semiurban,Y
LP001430,Male,No,2,Graduate,No,3541,997,130.0,360.0,0.0,Urban,N
LP001431,Male,Yes,1,Graduate,No,2552,0,60.0,360.0,1.0,Semiurban,Y
LP001432,Male,Yes,2,Not Graduate,No,5330,0,179.0,360.0,0.0,Rural,N
LP001433,Male,Yes,nan,Graduate,No,8925,1241,234.0,360.0,0.0,Urban,Y
LP001434,Male,No,0,Graduate,Yes,7241,1019,310.0,360.0,0.0,Rural,N
LP001435,Male,Yes,3+,Graduate,No,1184,9005,,360.0,1.0,Rural,Y
LP001436,Male,Yes,0,Graduate,No,16734,1942,493.0,360.0,,Semiurban,Y
LP001437,Male,Yes,0,Graduate,No,5867,6602,255.0,360.0,1.0,Rural,Y
LP001438,Female,No,0,Graduate,No,3084,2676,122.0,360.0,1.0,Urban,Y
LP001439,Male,Yes,0,Not Graduate,nan,5400,0,136.0,480.0,1.0,Urban,Y
LP001440,Male,No,0,Not Graduate,No,5462,0,182.0,360.0,0.0,Rural,N
LP001441,Male,No,0,Graduate,Yes,3294,1605,126.0,360.0,1.0,Urban,N
LP001442,nan,Yes,0,Graduate,Yes,5534,3270,230.0,240.0,0.0,Urban,N
LP001443,Male,No,2,Graduate,No,3413,2282,127.0,360.0,1.0,Urban,Y
LP001444,Male,Yes,2,Not Graduate,No,3855,1182,188.0,360.0,1.0,Semiurban,Y
LP001445,Female,No,0,Not Graduate,No,3255,0,80.0,,,Semiurban,N
LP001446,Female,Yes,0,Graduate,nan,2080,2479,182.0,360.0,1.0,Urban,Y
LP001447,nan,No,0,Not Graduate,No,5364,0,216.0,360.0,0.0,Semiurban,N
LP001448,Male,No,0,Graduate,No,6982,0,197.0,300.0,1.0,Semiurban,Y
LP001449,Male,No,0,Graduate,No,6693,9081,509.0,360.0,1.0,Semiurban,Y
LP001450,Male,No,0,Graduate,No,8038,0,224.0,180.0,1.0,Urban,Y
LP001451,Male,Yes,0,Graduate,No,5970,5854,335.0,360.0,1.0,Semiurban,N
LP001452,Male,Yes,3+,Graduate,No,3570,2407,183.0,360.0,1.0,Rural,Y
LP001453,Male,No,0,Graduate,Yes,8133,888,214.0,360.0,1.0,Semiurban,Y
LP001454,Female,Yes,0,Graduate,No,2176,0,65.0,360.0,1.0,Urban,Y
LP001455,Male,Yes,1,Not Graduate,Yes,2862,0,116.0,360.0,1.0,Urban,Y
LP001456,Male,No,0,Graduate,No,2755,0,124.0,360.0,1.0,Urban,Y
LP001457,Male,No,0,Graduate,No,9395,3990,297.0,360.0,0.0,Semiurban,Y
LP001458,Male,No,1,Graduate,No,8653,6747,356.0,360.0,1.0,Rural,Y
LP001459,Male,Yes,0,Graduate,No,6583,2933,176.0,360.0,0.0,Rural,N
LP001460,Male,No,0,Graduate,No,9350,0,180.0,480.0,1.0,Rural,Y
LP001461,Male,Yes,nan,Graduate,No,2899,6362,225.0,360.0,1.0,Rural,Y
LP001462,Male,No,2,Graduate,No,6058,0,,360.0,1.0,Urban,Y
LP001463,Male,Yes,1,Graduate,nan,4559,0,99.0,360.0,1.0,Urban,Y
LP001464,Male,No,1,Graduate,No,8169,5827,479.0,360.0,1.0,Rural,Y
LP001465,Female,nan,1,Graduate,No,4586,446,94.0,360.0,1.0,Urban,N
LP001466,Male,Yes,0,Graduate,No,3901,0,145.0,360.0,0.0,Rural,N
LP001467,Male,No,0,Graduate,No,6799,0,154.0,180.0,1.0,Rural,Y
LP001468,Female,Yes,0,Graduate,No,8314,2135,365.0,84.0,1.0,Rural,Y
LP001469,Male,No,0,Not Graduate,Yes,3291,0,99.0,360.0,1.0,Semiurban,Y
LP001470,Female,No,0,Graduate,Yes,4737,0,119.0,360.0,1.0,Rural,Y
LP001471,Male,Yes,0,Graduate,Yes,2604,2025,131.0,480.0,1.0,Urban,Y
LP001472,Female,No,3+,Graduate,nan,1097,1382,96.0,,1.0,Urban,Y
LP001473,Male,No,3+,Graduate,No,5542,14828,544.0,360.0,0.0,Semiurban,N
LP001474,Female,Yes,1,Graduate,No,7082,11017,,360.0,1.0,Rural,Y
LP001475,Male,Yes,0,Not Graduate,No,5751,1321,298.0,360.0,0.0,Rural,N
LP001476,nan,No,2,Not Graduate,No,1525,0,70.0,360.0,1.0,Semiurban,N
LP001477,Male,No,0,Not Graduate,No,3981,2253,121.0,240.0,1.0,Urban,Y
LP001478,Male,No,2,Graduate,No,1298,3263,144.0,360.0,1.0,Urban,Y
LP001479,Female,No,0,Graduate,No,11179,0,241.0,360.0,1.0,Rural,Y
LP001480,Male,Yes,2,Graduate,No,2561,1878,146.0,360.0,1.0,Urban,Y
LP001481,Male,No,0,Graduate,No,10438,0,224.0,360.0,1.0,Semiurban,Y
LP001482,Male,Yes,2,Graduate,No,8669,0,272.0,360.0,1.0,Urban,Y
LP001483,Male,Yes,3+,Graduate,No,2863,0,,360.0,1.0,Urban,Y
LP001484,Male,Yes,0,Not Graduate,No,2490,1196,138.0,360.0,1.0,Semiurban,Y
LP001485,Male,Yes,0,Graduate,No,6064,1594,223.0,360.0,1.0,Urban,Y
LP001486,Female,Yes,nan,Graduate,No,2961,944,96.0,360.0,1.0,Rural,Y
LP001487,Male,Yes,0,Graduate,No,5226,3006,161.0,360.0,1.0,Rural,Y
LP001488,Male,No,2,Graduate,No,3678,0,120.0,360.0,1.0,Semiurban,Y
LP001489,Female,Yes,1,Graduate,No,1688,0,99.0,360.0,1.0,Rural,Y
LP001490,Female,Yes,0,Graduate,No,1289,0,57.0,360.0,1.0,Urban,N
LP001491,Male,Yes,0,Graduate,No,5630,0,150.0,360.0,1.0,Semiurban,Y
LP001492,Male,Yes,0,Graduate,No,3508,0,104.0,360.0,1.0,Semiurban,Y
LP001493,Male,Yes,2,Not Graduate,No,3526,2804,141.0,360.0,1.0,Semiurban,Y
LP001494,Male,Yes,0,Not Graduate,No,7461,11113,489.0,360.0,1.0,Rural,Y
LP001495,Male,Yes,0,Graduate,No,9937,4292,503.0,360.0,1.0,Semiurban,Y
LP001496,Male,No,0,Graduate,No,4173,0,159.0,360.0,1.0,Semiurban,Y
LP001497,Male,Yes,1,Not Graduate,No,4006,1098,177.0,60.0,0.0,Rural,N
LP001498,Male,Yes,2,Not Graduate,No,6634,0,189.0,480.0,1.0,Urban,Y
LP001499,nan,Yes,nan,Graduate,No,2177,0,32.0,360.0,1.0,Rural,Y
LP001500,nan,No,0,Graduate,No,5618,1915,194.0,360.0,1.0,Rural,N
LP001501,Male,Yes,2,Graduate,No,6844,3654,312.0,360.0,1.0,Semiurban,N
LP001502,Male,Yes,2,Not Graduate,No,7391,0,283.0,360.0,1.0,Rural,Y
LP001503,Male,Yes,1,Not Graduate,No,1537,2620,144.0,360.0,,Semiurban,N
LP001504,Female,Yes,3+,Graduate,No,3112,0,70.0,360.0,0.0,Urban,N
LP001505,Male,Yes,0,Not Graduate,No,2901,2552,106.0,360.0,1.0,Urban,Y
LP001506,Male,Yes,0,Graduate,No,5218,5875,232.0,300.0,1.0,Semiurban,Y
LP001507,Female,Yes,2,Not Graduate,No,6558,1916,287.0,360.0,1.0,Rural,Y
LP001508,Female,Yes,0,Graduate,No,12064,0,,360.0,1.0,Urban,N
LP001509,Female,Yes,2,Not Graduate,No,3651,0,124.0,360.0,1.0,Semiurban,Y
LP001510,Male,No,2,Graduate,Yes,3646,3836,183.0,480.0,1.0,Rural,Y
LP001511,Male,No,0,Graduate,No,9796,2561,321.0,360.0,1.0,Urban,Y
LP001512,Male,No,2,Graduate,No,5871,0,169.0,360.0,1.0,Urban,N
LP001513,Female,No,0,Not Graduate,No,10515,7576,384.0,360.0,1.0,Urban,Y
LP001514,Female,Yes,0,Not Graduate,No,5844,5711,305.0,240.0,,Rural,N
LP001515,Male,Yes,1,Not Graduate,No,2454,1951,91.0,360.0,1.0,Semiurban,Y
LP001516,Male,Yes,3+,Not Graduate,No,2208,4223,118.0,360.0,,Semiurban,Y
LP001517,Male,No,0,Graduate,No,1937,4342,227.0,360.0,1.0,Urban,Y
LP001518,Female,No,0,Graduate,Yes,7311,4673,382.0,360.0,1.0,Semiurban,Y
LP001519,nan,Yes,1,Graduate,No,10028,910,254.0,360.0,1.0,Urban,Y
LP001520,Male,No,1,Graduate,No,14907,0,412.0,360.0,1.0,Urban,Y
LP001521,Male,Yes,1,Graduate,Yes,8150,0,189.0,360.0,1.0,Semiurban,Y
LP001522,Male,No,0,Graduate,No,9874,0,315.0,360.0,,Semiurban,N
LP001523,Female,Yes,0,Graduate,Yes,3470,18892,700.0,360.0,,Rural,Y
LP001524,Female,Yes,0,Graduate,No,2455,0,108.0,360.0,1.0,Rural,Y
LP001525,Female,Yes,2,Graduate,Yes,8184,2274,328.0,360.0,1.0,Urban,Y
LP001526,Male,Yes,0,Graduate,No,6314,0,135.0,360.0,1.0,Urban,Y
LP001527,Male,Yes,0,Not Graduate,No,5242,0,148.0,180.0,1.0,Semiurban,Y
LP001528,Male,Yes,3+,Graduate,Yes,6200,1162,209.0,360.0,1.0,Urban,Y
LP001529,Male,No,0,Not Graduate,No,5966,0,139.0,360.0,1.0,Semiurban,Y
LP001530,Female,Yes,nan,Graduate,No,10617,0,,360.0,1.0,Urban,Y
LP001531,Female,Yes,1,Graduate,No,10689,0,219.0,360.0,1.0,Urban,Y
LP001532,nan,Yes,2,Not Graduate,No,6812,5121,234.0,360.0,1.0,Rural,N
LP001533,nan,No,0,Graduate,No,8163,2669,267.0,,1.0,Urban,Y
LP001534,Male,Yes,0,Graduate,No,6690,3698,396.0,360.0,1.0,Rural,N
LP001535,Male,Yes,2,Graduate,No,3726,1958,136.0,360.0,,Urban,Y
LP001536,Female,Yes,2,Graduate,No,7738,3287,340.0,360.0,1.0,Rural,Y
LP001537,Female,Yes,2,Graduate,No,2128,0,59.0,360.0,0.0,Urban,N
LP001538,Male,No,0,Graduate,No,9249,0,188.0,360.0,0.0,Semiurban,N
LP001539,Male,Yes,2,Graduate,No,2400,5866,216.0,360.0,,Rural,Y
LP001540,Male,Yes,2,Graduate,No,5834,0,201.0,360.0,0.0,Semiurban,N
LP001541,Female,No,1,Graduate,No,2959,0,72.0,360.0,1.0,Semiurban,Y
LP001542,Male,Yes,2,Not Graduate,No,6850,5010,408.0,180.0,0.0,Semiurban,N
LP001543,Male,Yes,2,Graduate,No,4815,2795,148.0,360.0,1.0,Rural,Y
LP001544,Male,Yes,1,Graduate,No,1887,0,47.0,360.0,1.0,Semiurban,Y
LP001545,Male,No,0,Not Graduate,No,6325,0,239.0,360.0,,Rural,N
LP001546,Male,Yes,0,Graduate,Yes,3474,3162,161.0,360.0,1.0,Urban,Y
LP001547,Male,No,0,Graduate,No,8338,5637,374.0,360.0,,Semiurban,Y
LP001548,Male,Yes,0,Graduate,No,4918,2621,265.0,360.0,1.0,Urban,Y
LP001549,Male,Yes,0,Graduate,No,6230,1278,179.0,180.0,0.0,Semiurban,N
LP001550,Male,Yes,0,Graduate,No,2766,3101,184.0,360.0,1.0,Urban,Y
LP001551,Male,No,0,Not Graduate,Yes,3450,3227,138.0,,1.0,Urban,Y
LP001552,Female,Yes,0,Graduate,No,3732,3395,207.0,360.0,1.0,Urban,Y
LP001553,Male,No,2,Graduate,No,8217,0,184.0,360.0,,Semiurban,Y
LP001554,Male,No,3+,Graduate,Yes,13445,6082,647.0,360.0,0.0,Urban,N
LP001555,Female,Yes,0,Graduate,No,3031,0,85.0,180.0,0.0,Rural,Y
LP001556,Male,Yes,3+,Graduate,No,9377,0,297.0,360.0,1.0,Rural,Y
LP001557,Male,Yes,0,Graduate,No,1337,1439,78.0,360.0,1.0,Rural,Y
LP001558,Male,Yes,0,Graduate,No,2400,4861,195.0,360.0,1.0,Semiurban,N
LP001559,Male,No,0,Graduate,Yes,2764,8218,296.0,360.0,,Rural,Y
LP001560,Male,No,0,Graduate,nan,2183,0,44.0,360.0,1.0,Semiurban,Y
LP001561,Male,Yes,2,Graduate,No,1900,2517,97.0,360.0,1.0,Semiurban,Y
LP001562,Male,Yes,1,Not Graduate,No,6296,8322,348.0,360.0,1.0,Rural,Y
LP001563,Male,No,0,Graduate,Yes,4322,4246,251.0,360.0,0.0,Rural,N
LP001564,Male,Yes,0,Graduate,No,6171,0,246.0,360.0,0.0,Urban,N
LP001565,Male,No,0,Graduate,No,7437,0,287.0,360.0,0.0,Semiurban,Y
LP001566,Male,Yes,0,Graduate,Yes,5763,4793,366.0,360.0,1.0,Semiurban,Y
LP001567,Male,No,0,Graduate,No,7292,0,244.0,360.0,1.0,Urban,Y
LP001568,Male,Yes,0,Graduate,No,4713,1347,138.0,360.0,1.0,Rural,Y
LP001569,Female,Yes,2,Graduate,No,2411,2338,,360.0,1.0,Semiurban,Y
LP001570,Male,Yes,3+,Not Graduate,Yes,9271,0,305.0,360.0,0.0,Rural,N
LP001571,Male,Yes,0,Graduate,No,3451,0,85.0,360.0,1.0,Semiurban,Y
LP001572,Male,Yes,3+,Graduate,No,2803,0,113.0,360.0,1.0,Rural,Y
LP001573,Male,No,0,Not Graduate,No,4417,5832,243.0,360.0,1.0,Rural,Y
LP001574,Male,No,0,Not Graduate,No,2842,0,101.0,360.0,1.0,Urban,Y
LP001575,Female,Yes,0,Not Graduate,No,3825,762,150.0,360.0,,Semiurban,Y
LP001576,Female,Yes,1,Graduate,No,6041,5913,426.0,360.0,1.0,Rural,N
LP001577,Male,Yes,3+,Graduate,No,6057,1690,191.0,360.0,1.0,Urban,Y
LP001578,Female,No,1,Graduate,No,2867,0,88.0,,1.0,Urban,N
LP001579,Male,Yes,0,Graduate,nan,3667,0,119.0,360.0,1.0,Urban,Y
LP001580,Male,Yes,1,Graduate,No,9363,3041,272.0,360.0,1.0,Semiurban,Y
LP001581,Male,Yes,0,Graduate,Yes,6619,2618,297.0,360.0,1.0,Rural,Y
LP001582,nan,Yes,2,Not Graduate,No,17069,6963,659.0,360.0,0.0,Semiurban,N
LP001583,Male,Yes,0,Graduate,No,9977,0,314.0,480.0,1.0,Rural,N
LP001584,Male,Yes,0,Not Graduate,No,9765,0,215.0,180.0,1.0,Semiurban,N
LP001585,Male,nan,1,Graduate,No,2137,6444,228.0,180.0,1.0,Rural,Y
LP001586,Male,Yes,1,Graduate,nan,7772,0,236.0,360.0,1.0,Semiurban,Y
LP001587,Male,No,0,Graduate,No,4760,15173,476.0,480.0,0.0,Semiurban,N
LP001588,Male,Yes,1,Graduate,No,3531,2058,134.0,480.0,1.0,Semiurban,Y
LP001589,Male,Yes,0,Graduate,No,5436,0,210.0,360.0,1.0,Rural,Y
LP001590,Male,No,1,Graduate,No,8665,2767,335.0,360.0,0.0,Urban,N
LP001591,Male,No,2,Not Graduate,No,6637,7068,403.0,360.0,1.0,Rural,Y
LP001592,Male,nan,2,Graduate,No,2901,0,85.0,480.0,1.0,Semiurban,Y
LP001593,Male,Yes,0,Graduate,No,7673,2272,226.0,360.0,1.0,Urban,Y
LP001594,Male,Yes,0,Graduate,No,3352,0,106.0,240.0,1.0,Rural,Y
LP001595,Female,No,0,Graduate,No,5597,0,125.0,300.0,1.0,Semiurban,N
LP001596,Male,Yes,2,Graduate,No,4096,0,131.0,360.0,1.0,Urban,Y
LP001597,Male,Yes,0,Graduate,No,4309,2076,175.0,360.0,,Urban,N
LP001598,Male,Yes,0,Graduate,No,7783,4597,317.0,360.0,1.0,Semiurban,Y
LP001599,Male,Yes,0,Graduate,No,2633,7898,184.0,480.0,,Semiurban,Y
LP001600,Male,No,0,Graduate,No,15789,0,406.0,360.0,1.0,Urban,Y
LP001601,Male,Yes,1,Graduate,No,1648,7500,204.0,360.0,1.0,Semiurban,Y
LP001602,Male,Yes,0,Graduate,No,3433,0,79.0,360.0,1.0,Urban,Y
LP001603,Male,Yes,2,Graduate,Yes,6137,2185,309.0,360.0,1.0,Rural,Y
LP001604,Male,Yes,0,Graduate,No,6978,2435,300.0,360.0,1.0,Urban,Y
LP001605,Male,Yes,0,Graduate,No,4627,0,154.0,360.0,1.0,Urban,Y
LP001606,Male,Yes,0,Graduate,Yes,4748,0,120.0,360.0,1.0,Semiurban,Y
LP001607,Male,Yes,0,Not Graduate,Yes,6287,4835,,360.0,1.0,Rural,Y
